feature,importance
booking_origin_Finland,1.4338631021510202e-05
route_HGHMYY,1.3985481206134397e-05
route_MRUOOL,1.3857929844414878e-05
route_BOMMEL,1.3634975915347419e-05
route_TRZXIY,1.3583295323959242e-05
route_DELKCH,1.3436505537152914e-05
route_IKATPE,1.3370562456140063e-05
booking_origin_Ukraine,1.3190933220776091e-05
route_CTUMRU,1.3052312681659298e-05
route_MNLMRU,1.2963317018450419e-05
route_CNXPUS,1.2780555856147516e-05
route_HDYKTM,1.216228971748567e-05
booking_origin_Austria,1.2156732640007496e-05
booking_origin_Brazil,1.2099080743250238e-05
route_KNOKTM,1.2035441851415857e-05
route_ICNIKA,1.2012470885044227e-05
route_IKAMFM,1.1997506682293443e-05
route_KBVPUS,1.1952130544251387e-05
route_DACTPE,1.1822663072956831e-05
booking_origin_Colombia,1.1800560058198023e-05
booking_origin_Afghanistan,1.155061093991677e-05
